hour	cf
6137	0.06
6138	0.046
6139	0.036
6140	0.042
6141	0.068
6142	0.125
6143	0.216
6144	0.326
6145	0.407
6146	0.427
6147	0.469
6148	0.472
6149	0.46
6150	0.481
6151	0.483
6152	0.55
6153	0.605
6154	0.641
6155	0.686
6156	0.719
6157	0.738
6158	0.758
6159	0.769
6160	0.773
6161	0.772
6162	0.755
6163	0.721
6164	0.61
6165	0.502
6166	0.456
6167	0.407
6168	0.362
6169	0.31
6170	0.25
6171	0.2
6172	0.187
6173	0.13
6174	0.091
6175	0.063
6176	0.054
6177	0.06
6178	0.061
6179	0.041
6180	0.024
6181	0.014
6182	0.007
6183	0.008
6184	0.008
6185	0.014
6186	0.026
6187	0.052
6188	0.08
6189	0.09
6190	0.086
6191	0.081
6192	0.081
6193	0.086
6194	0.09
6195	0.095
6196	0.085
6197	0.077
6198	0.08
6199	0.088
6200	0.072
6201	0.06
6202	0.056
6203	0.053
6204	0.052
6205	0.059
6206	0.067
6207	0.079
6208	0.096
6209	0.117
6210	0.129
6211	0.162
6212	0.209
6213	0.207
6214	0.171
6215	0.135
6216	0.125
6217	0.116
6218	0.113
6219	0.119
6220	0.12
6221	0.113
6222	0.098
6223	0.081
6224	0.058
6225	0.042
6226	0.029
6227	0.019
6228	0.016
6229	0.018
6230	0.024
6231	0.025
6232	0.022
6233	0.018
6234	0.015
6235	0.014
6236	0.01
6237	0.007
6238	0.005
6239	0.008
6240	0.013
6241	0.018
6242	0.023
6243	0.03
6244	0.036
6245	0.041
6246	0.041
6247	0.042
6248	0.042
6249	0.033
6250	0.038
6251	0.05
6252	0.051
6253	0.048
6254	0.043
6255	0.036
6256	0.029
6257	0.023
6258	0.018
6259	0.015
6260	0.012
6261	0.011
6262	0.017
6263	0.029
6264	0.042
6265	0.055
6266	0.068
6267	0.079
6268	0.082
6269	0.078
6270	0.07
6271	0.061
6272	0.051
6273	0.03
6274	0.026
6275	0.041
6276	0.054
6277	0.074
6278	0.101
6279	0.126
6280	0.142
6281	0.143
6282	0.145
6283	0.187
6284	0.242
6285	0.292
6286	0.32
6287	0.331
6288	0.332
6289	0.336
6290	0.343
6291	0.35
6292	0.352
6293	0.359
6294	0.37
6295	0.38
6296	0.341
6297	0.289
6298	0.362
6299	0.505
6300	0.593
6301	0.646
6302	0.671
6303	0.685
6304	0.685
6305	0.661
6306	0.663
6307	0.678
6308	0.686
6309	0.692
6310	0.686
6311	0.682
6312	0.704
6313	0.711
6314	0.721
6315	0.694
6316	0.684
6317	0.694
6318	0.696
6319	0.7
6320	0.68
6321	0.653
6322	0.762
6323	0.772
6324	0.791
6325	0.787
6326	0.752
6327	0.687
6328	0.658
6329	0.664
6330	0.653
6331	0.641
6332	0.64
6333	0.625
6334	0.618
6335	0.6
6336	0.608
6337	0.613
6338	0.592
6339	0.563
6340	0.51
6341	0.38
6342	0.269
6343	0.206
6344	0.157
6345	0.113
6346	0.071
6347	0.05
6348	0.053
6349	0.06
6350	0.058
6351	0.049
6352	0.042
6353	0.06
6354	0.091
6355	0.121
6356	0.138
6357	0.141
6358	0.141
6359	0.132
6360	0.12
6361	0.122
6362	0.147
6363	0.17
6364	0.172
6365	0.153
6366	0.163
6367	0.203
6368	0.223
6369	0.244
6370	0.301
6371	0.431
6372	0.544
6373	0.628
6374	0.672
6375	0.7
6376	0.706
6377	0.56
6378	0.44
6379	0.362
6380	0.352
6381	0.349
6382	0.342
6383	0.365
6384	0.415
6385	0.411
6386	0.401
6387	0.414
6388	0.38
6389	0.327
6390	0.287
6391	0.281
6392	0.247
6393	0.189
6394	0.206
6395	0.244
6396	0.289
6397	0.308
6398	0.308
6399	0.284
6400	0.25
6401	0.218
6402	0.194
6403	0.178
6404	0.144
6405	0.102
6406	0.054
6407	0.022
6408	0.015
6409	0.038
6410	0.079
6411	0.119
6412	0.124
6413	0.114
6414	0.113
6415	0.098
6416	0.08
6417	0.054
6418	0.055
6419	0.091
6420	0.147
6421	0.187
6422	0.23
6423	0.271
6424	0.271
6425	0.245
6426	0.255
6427	0.374
6428	0.449
6429	0.524
6430	0.552
6431	0.623
6432	0.666
6433	0.626
6434	0.565
6435	0.528
6436	0.414
6437	0.41
6438	0.456
6439	0.505
6440	0.468
6441	0.539
6442	0.538
6443	0.553
6444	0.613
6445	0.638
6446	0.606
6447	0.538
6448	0.462
6449	0.428
6450	0.415
6451	0.431
6452	0.413
6453	0.373
6454	0.362
6455	0.366
6456	0.35
6457	0.323
6458	0.298
6459	0.276
6460	0.228
6461	0.17
6462	0.106
6463	0.067
6464	0.092
6465	0.151
6466	0.238
6467	0.402
6468	0.484
6469	0.536
6470	0.588
6471	0.584
6472	0.483
6473	0.407
6474	0.374
6475	0.36
6476	0.388
6477	0.5
6478	0.574
6479	0.639
6480	0.661
6481	0.642
6482	0.607
6483	0.573
6484	0.502
6485	0.448
6486	0.327
6487	0.258
6488	0.178
6489	0.12
6490	0.11
6491	0.127
6492	0.13
6493	0.136
6494	0.126
6495	0.114
6496	0.074
6497	0.029
6498	0.024
6499	0.061
6500	0.122
6501	0.173
6502	0.207
6503	0.26
6504	0.305
6505	0.365
6506	0.384
6507	0.403
6508	0.384
6509	0.353
6510	0.374
6511	0.375
6512	0.339
6513	0.278
6514	0.274
6515	0.241
6516	0.232
6517	0.244
6518	0.257
6519	0.271
6520	0.281
6521	0.272
6522	0.231
6523	0.231
6524	0.26
6525	0.26
6526	0.235
6527	0.187
6528	0.126
6529	0.086
6530	0.067
6531	0.043
6532	0.02
6533	0.008
6534	0.015
6535	0.041
6536	0.108
6537	0.164
6538	0.188
6539	0.187
6540	0.216
6541	0.261
6542	0.345
6543	0.463
6544	0.57
6545	0.654
6546	0.663
6547	0.678
6548	0.701
6549	0.628
6550	0.577
6551	0.533
6552	0.529
6553	0.556
6554	0.567
6555	0.607
6556	0.671
6557	0.676
6558	0.678
6559	0.659
6560	0.648
6561	0.626
6562	0.671
6563	0.654
6564	0.603
6565	0.564
6566	0.54
6567	0.527
6568	0.512
6569	0.478
6570	0.421
6571	0.374
6572	0.34
6573	0.303
6574	0.276
6575	0.256
6576	0.243
6577	0.238
6578	0.225
6579	0.201
6580	0.176
6581	0.15
6582	0.131
6583	0.114
6584	0.094
6585	0.066
6586	0.051
6587	0.046
6588	0.032
6589	0.014
6590	0.005
6591	0.01
6592	0.019
6593	0.011
6594	0.004
6595	0.012
6596	0.04
6597	0.093
6598	0.145
6599	0.192
6600	0.237
6601	0.271
6602	0.307
6603	0.341
6604	0.398
6605	0.451
6606	0.508
6607	0.618
6608	0.7
6609	0.759
6610	0.872
6611	0.936
6612	0.961
6613	0.97
6614	0.969
6615	0.946
6616	0.896
6617	0.858
6618	0.868
6619	0.866
6620	0.869
6621	0.873
6622	0.863
6623	0.868
6624	0.873
6625	0.883
6626	0.902
6627	0.919
6628	0.913
6629	0.886
6630	0.802
6631	0.58
6632	0.294
6633	0.167
6634	0.17
6635	0.223
6636	0.288
6637	0.226
6638	0.196
6639	0.171
6640	0.133
6641	0.107
6642	0.086
6643	0.128
6644	0.203
6645	0.23
6646	0.245
6647	0.264
6648	0.283
6649	0.306
6650	0.325
6651	0.339
6652	0.35
6653	0.371
6654	0.386
6655	0.405
6656	0.452
6657	0.471
6658	0.486
6659	0.529
6660	0.612
6661	0.618
6662	0.55
6663	0.407
6664	0.25
6665	0.234
6666	0.235
6667	0.272
6668	0.263
6669	0.269
6670	0.32
6671	0.344
6672	0.338
6673	0.36
6674	0.403
6675	0.416
6676	0.415
6677	0.481
6678	0.521
6679	0.521
6680	0.469
6681	0.364
6682	0.308
6683	0.314
6684	0.181
6685	0.079
6686	0.102
6687	0.155
6688	0.063
6689	0.084
6690	0.139
6691	0.216
6692	0.327
6693	0.469
6694	0.575
6695	0.692
6696	0.795
6697	0.916
6698	0.944
6699	0.938
6700	0.903
6701	0.818
6702	0.698
6703	0.653
6704	0.578
6705	0.517
6706	0.542
6707	0.634
6708	0.76
6709	0.81
6710	0.828
6711	0.839
6712	0.838
6713	0.803
6714	0.777
6715	0.771
6716	0.762
6717	0.747
6718	0.753
6719	0.764
6720	0.771
6721	0.793
6722	0.797
6723	0.797
6724	0.801
6725	0.793
6726	0.796
6727	0.813
6728	0.826
6729	0.838
6730	0.866
6731	0.908
6732	0.919
6733	0.898
6734	0.873
6735	0.862
6736	0.849
6737	0.822
6738	0.797
6739	0.781
6740	0.762
6741	0.752
6742	0.742
6743	0.745
6744	0.738
6745	0.731
6746	0.723
6747	0.715
6748	0.687
6749	0.626
6750	0.566
6751	0.527
6752	0.474
6753	0.462
6754	0.507
6755	0.573
6756	0.633
6757	0.684
6758	0.721
6759	0.715
6760	0.694
6761	0.696
6762	0.709
6763	0.726
6764	0.729
6765	0.723
6766	0.694
6767	0.657
6768	0.64
6769	0.622
6770	0.595
6771	0.56
6772	0.506
6773	0.444
6774	0.38
6775	0.365
6776	0.331
6777	0.334
6778	0.405
6779	0.608
6780	0.711
6781	0.814
6782	0.854
6783	0.857
6784	0.854
6785	0.85
6786	0.844
6787	0.841
6788	0.842
6789	0.843
6790	0.845
6791	0.842
6792	0.818
6793	0.775
6794	0.722
6795	0.657
6796	0.619
6797	0.557
6798	0.496
6799	0.536
6800	0.547
6801	0.558
6802	0.61
6803	0.672
6804	0.747
6805	0.785
6806	0.794
6807	0.786
6808	0.731
6809	0.66
6810	0.581
6811	0.503
6812	0.425
6813	0.383
6814	0.362
6815	0.345
6816	0.319
6817	0.297
6818	0.284
6819	0.276
6820	0.248
6821	0.214
6822	0.189
6823	0.179
6824	0.19
6825	0.207
6826	0.193
6827	0.202
6828	0.232
6829	0.225
6830	0.243
6831	0.265
6832	0.212
6833	0.148
6834	0.156
6835	0.164
6836	0.153
6837	0.136
6838	0.127
6839	0.127
6840	0.126
6841	0.119
6842	0.098
6843	0.077
6844	0.059
6845	0.053
6846	0.055
6847	0.057
6848	0.054
6849	0.05
6850	0.033
6851	0.022
6852	0.019
6853	0.019
6854	0.026
6855	0.046
6856	0.079
6857	0.095
6858	0.125
6859	0.156
6860	0.169
6861	0.183
6862	0.199
6863	0.162
6864	0.142
6865	0.113
6866	0.087
6867	0.069
6868	0.061
6869	0.074
6870	0.091
6871	0.116
6872	0.157
6873	0.191
6874	0.209
6875	0.212
6876	0.188
6877	0.181
6878	0.158
6879	0.148
6880	0.159
6881	0.189
6882	0.221
6883	0.252
6884	0.276
6885	0.277
6886	0.294
6887	0.316
6888	0.33
6889	0.33
6890	0.331
6891	0.332
6892	0.341
6893	0.319
6894	0.287
6895	0.286
6896	0.278
6897	0.252
6898	0.235
6899	0.251
6900	0.322
6901	0.389
6902	0.427
6903	0.456
6904	0.51
6905	0.575
6906	0.635
6907	0.664
6908	0.669
6909	0.676
6910	0.642
6911	0.536
6912	0.314
6913	0.316
6914	0.391
6915	0.451
6916	0.44
6917	0.447
6918	0.441
6919	0.416
6920	0.4
6921	0.342
6922	0.284
6923	0.362
6924	0.444
6925	0.454
6926	0.459
6927	0.431
6928	0.392
6929	0.392
6930	0.462
6931	0.529
6932	0.575
6933	0.583
6934	0.56
6935	0.58
6936	0.572
6937	0.56
6938	0.556
6939	0.549
6940	0.537
6941	0.527
6942	0.527
6943	0.51
6944	0.506
6945	0.545
6946	0.538
6947	0.55
6948	0.56
6949	0.558
6950	0.509
6951	0.442
6952	0.405
6953	0.401
6954	0.407
6955	0.388
6956	0.341
6957	0.315
6958	0.31
6959	0.292
6960	0.278
6961	0.276
6962	0.257
6963	0.234
6964	0.221
6965	0.181
6966	0.158
6967	0.139
6968	0.114
6969	0.085
6970	0.067
6971	0.06
6972	0.067
6973	0.079
6974	0.095
6975	0.117
6976	0.144
6977	0.188
6978	0.232
6979	0.252
6980	0.25
6981	0.246
6982	0.242
6983	0.241
6984	0.254
6985	0.266
6986	0.28
6987	0.299
6988	0.305
6989	0.319
6990	0.344
6991	0.431
6992	0.479
6993	0.481
6994	0.462
6995	0.447
6996	0.504
6997	0.539
6998	0.52
6999	0.504
7000	0.463
7001	0.399
7002	0.411
7003	0.449
7004	0.471
7005	0.499
7006	0.529
7007	0.548
7008	0.551
7009	0.557
7010	0.529
7011	0.507
7012	0.494
7013	0.49
7014	0.496
7015	0.503
7016	0.508
7017	0.471
7018	0.439
7019	0.461
7020	0.509
7021	0.504
7022	0.493
7023	0.462
7024	0.386
7025	0.348
7026	0.341
7027	0.331
7028	0.3
7029	0.262
7030	0.243
7031	0.248
7032	0.212
7033	0.169
7034	0.167
7035	0.157
7036	0.118
7037	0.092
7038	0.059
7039	0.045
7040	0.033
7041	0.017
7042	0.014
7043	0.02
7044	0.031
7045	0.047
7046	0.072
7047	0.103
7048	0.124
7049	0.141
7050	0.173
7051	0.205
7052	0.249
7053	0.296
7054	0.339
7055	0.368
7056	0.371
7057	0.363
7058	0.359
7059	0.365
7060	0.36
7061	0.351
7062	0.353
7063	0.368
7064	0.369
7065	0.362
7066	0.379
7067	0.401
7068	0.499
7069	0.573
7070	0.581
7071	0.572
7072	0.543
7073	0.563
7074	0.575
7075	0.548
7076	0.533
7077	0.523
7078	0.536
7079	0.551
7080	0.578
7081	0.59
7082	0.61
7083	0.665
7084	0.681
7085	0.739
7086	0.775
7087	0.785
7088	0.779
7089	0.79
7090	0.799
7091	0.818
7092	0.814
7093	0.79
7094	0.752
7095	0.722
7096	0.7
7097	0.676
7098	0.618
7099	0.527
7100	0.56
7101	0.526
7102	0.512
7103	0.471
7104	0.451
7105	0.428
7106	0.419
7107	0.369
7108	0.321
7109	0.294
7110	0.283
7111	0.332
7112	0.35
7113	0.348
7114	0.33
7115	0.341
7116	0.389
7117	0.425
7118	0.412
7119	0.374
7120	0.297
7121	0.248
7122	0.239
7123	0.217
7124	0.158
7125	0.113
7126	0.084
7127	0.067
7128	0.053
7129	0.04
7130	0.039
7131	0.057
7132	0.07
7133	0.082
7134	0.085
7135	0.07
7136	0.055
7137	0.046
7138	0.039
7139	0.027
7140	0.018
7141	0.013
7142	0.012
7143	0.015
7144	0.022
7145	0.044
7146	0.075
7147	0.085
7148	0.087
7149	0.101
7150	0.121
7151	0.128
7152	0.123
7153	0.122
7154	0.129
7155	0.139
7156	0.136
7157	0.129
7158	0.115
7159	0.119
7160	0.149
7161	0.199
7162	0.218
7163	0.207
7164	0.345
7165	0.469
7166	0.546
7167	0.557
7168	0.528
7169	0.529
7170	0.512
7171	0.502
7172	0.492
7173	0.515
7174	0.501
7175	0.483
7176	0.498
7177	0.533
7178	0.545
7179	0.555
7180	0.55
7181	0.519
7182	0.479
7183	0.438
7184	0.403
7185	0.346
7186	0.257
7187	0.182
7188	0.209
7189	0.214
7190	0.199
7191	0.176
7192	0.141
7193	0.134
7194	0.15
7195	0.162
7196	0.175
7197	0.184
7198	0.19
7199	0.184
7200	0.168
7201	0.157
7202	0.156
7203	0.158
7204	0.167
7205	0.175
7206	0.177
7207	0.174
7208	0.178
7209	0.188
7210	0.172
7211	0.123
7212	0.22
7213	0.288
7214	0.314
7215	0.32
7216	0.288
7217	0.27
7218	0.328
7219	0.352
7220	0.356
7221	0.35
7222	0.345
7223	0.345
7224	0.347
7225	0.36
7226	0.382
7227	0.393
7228	0.418
7229	0.433
7230	0.437
7231	0.468
7232	0.477
7233	0.435
7234	0.396
7235	0.395
7236	0.524
7237	0.571
7238	0.557
7239	0.507
7240	0.415
7241	0.401
7242	0.459
7243	0.462
7244	0.436
7245	0.448
7246	0.464
7247	0.466
7248	0.481
7249	0.486
7250	0.492
7251	0.52
7252	0.504
7253	0.466
7254	0.448
7255	0.456
7256	0.447
7257	0.477
7258	0.484
7259	0.536
7260	0.674
7261	0.748
7262	0.749
7263	0.742
7264	0.713
7265	0.668
7266	0.611
7267	0.529
7268	0.456
7269	0.455
7270	0.542
7271	0.565
7272	0.508
7273	0.386
7274	0.35
7275	0.324
7276	0.308
7277	0.313
7278	0.329
7279	0.359
7280	0.354
7281	0.316
7282	0.333
7283	0.319
7284	0.346
7285	0.321
7286	0.316
7287	0.354
7288	0.401
7289	0.397
7290	0.405
7291	0.417
7292	0.377
7293	0.382
7294	0.376
7295	0.347
7296	0.339
7297	0.359
7298	0.377
7299	0.368
7300	0.38
7301	0.351
7302	0.314
7303	0.271
7304	0.25
7305	0.224
7306	0.205
7307	0.195
7308	0.201
7309	0.176
7310	0.136
7311	0.095
7312	0.068
7313	0.115
7314	0.221
7315	0.291
7316	0.315
7317	0.297
7318	0.24
7319	0.214
7320	0.283
7321	0.259
7322	0.255
7323	0.268
7324	0.283
7325	0.232
7326	0.181
7327	0.142
7328	0.153
7329	0.225
7330	0.255
7331	0.254
7332	0.257
7333	0.256
7334	0.269
7335	0.339
7336	0.305
7337	0.239
7338	0.179
7339	0.151
7340	0.111
7341	0.094
7342	0.094
7343	0.107
7344	0.113
7345	0.098
7346	0.066
7347	0.032
7348	0.014
7349	0.013
7350	0.013
7351	0.011
7352	0.007
7353	0.004
7354	0.008
7355	0.016
7356	0.017
7357	0.02
7358	0.027
7359	0.035
7360	0.041
7361	0.046
7362	0.058
7363	0.06
7364	0.054
7365	0.05
7366	0.042
7367	0.031
7368	0.029
7369	0.046
7370	0.074
7371	0.111
7372	0.139
7373	0.158
7374	0.188
7375	0.248
7376	0.32
7377	0.367
7378	0.384
7379	0.425
7380	0.459
7381	0.533
7382	0.578
7383	0.577
7384	0.603
7385	0.624
7386	0.643
7387	0.659
7388	0.671
7389	0.683
7390	0.693
7391	0.666
7392	0.588
7393	0.527
7394	0.514
7395	0.52
7396	0.499
7397	0.48
7398	0.451
7399	0.434
7400	0.425
7401	0.399
7402	0.301
7403	0.222
7404	0.209
7405	0.186
7406	0.186
7407	0.175
7408	0.152
7409	0.162
7410	0.166
7411	0.146
7412	0.116
7413	0.085
7414	0.062
7415	0.045
7416	0.034
7417	0.041
7418	0.044
7419	0.026
7420	0.018
7421	0.016
7422	0.021
7423	0.026
7424	0.025
7425	0.022
7426	0.033
7427	0.052
7428	0.079
7429	0.105
7430	0.129
7431	0.145
7432	0.148
7433	0.152
7434	0.159
7435	0.153
7436	0.137
7437	0.13
7438	0.121
7439	0.113
7440	0.128
7441	0.149
7442	0.188
7443	0.233
7444	0.268
7445	0.305
7446	0.336
7447	0.387
7448	0.417
7449	0.428
7450	0.389
7451	0.359
7452	0.374
7453	0.361
7454	0.347
7455	0.316
7456	0.289
7457	0.299
7458	0.339
7459	0.348
7460	0.374
7461	0.395
7462	0.385
7463	0.379
7464	0.374
7465	0.365
7466	0.348
7467	0.313
7468	0.272
7469	0.223
7470	0.166
7471	0.118
7472	0.084
7473	0.068
7474	0.061
7475	0.042
7476	0.046
7477	0.039
7478	0.039
7479	0.051
7480	0.081
7481	0.145
7482	0.233
7483	0.326
7484	0.376
7485	0.386
7486	0.428
7487	0.469
7488	0.56
7489	0.661
7490	0.671
7491	0.635
7492	0.552
7493	0.284
7494	0.121
7495	0.12
7496	0.273
7497	0.522
7498	0.63
7499	0.673
7500	0.678
7501	0.677
7502	0.696
7503	0.706
7504	0.696
7505	0.694
7506	0.653
7507	0.55
7508	0.431
7509	0.322
7510	0.226
7511	0.147
7512	0.096
7513	0.068
7514	0.045
7515	0.032
7516	0.032
7517	0.035
7518	0.038
7519	0.058
7520	0.093
7521	0.125
7522	0.156
7523	0.13
7524	0.155
7525	0.212
7526	0.232
7527	0.4
7528	0.497
7529	0.657
7530	0.731
7531	0.749
7532	0.745
7533	0.626
7534	0.59
7535	0.866
7536	0.904
7537	0.921
7538	0.929
7539	0.938
7540	0.942
7541	0.929
7542	0.911
7543	0.876
7544	0.843
7545	0.826
7546	0.794
7547	0.754
7548	0.734
7549	0.738
7550	0.752
7551	0.75
7552	0.725
7553	0.698
7554	0.715
7555	0.75
7556	0.723
7557	0.711
7558	0.76
7559	0.781
7560	0.797
7561	0.822
7562	0.838
7563	0.852
7564	0.862
7565	0.865
7566	0.864
7567	0.854
7568	0.82
7569	0.786
7570	0.739
7571	0.694
7572	0.667
7573	0.63
7574	0.585
7575	0.548
7576	0.532
7577	0.557
7578	0.55
7579	0.549
7580	0.532
7581	0.492
7582	0.456
7583	0.408
7584	0.339
7585	0.295
7586	0.28
7587	0.265
7588	0.235
7589	0.214
7590	0.217
7591	0.234
7592	0.262
7593	0.297
7594	0.307
7595	0.307
7596	0.325
7597	0.293
7598	0.273
7599	0.253
7600	0.291
7601	0.334
7602	0.427
7603	0.524
7604	0.633
7605	0.673
7606	0.676
7607	0.681
7608	0.653
7609	0.633
7610	0.592
7611	0.584
7612	0.586
7613	0.59
7614	0.578
7615	0.585
7616	0.585
7617	0.593
7618	0.573
7619	0.502
7620	0.49
7621	0.547
7622	0.552
7623	0.545
7624	0.56
7625	0.574
7626	0.532
7627	0.536
7628	0.541
7629	0.538
7630	0.538
7631	0.539
7632	0.553
7633	0.599
7634	0.622
7635	0.628
7636	0.61
7637	0.595
7638	0.581
7639	0.552
7640	0.553
7641	0.54
7642	0.473
7643	0.374
7644	0.328
7645	0.385
7646	0.364
7647	0.322
7648	0.287
7649	0.306
7650	0.333
7651	0.326
7652	0.29
7653	0.235
7654	0.186
7655	0.148
7656	0.117
7657	0.094
7658	0.084
7659	0.081
7660	0.077
7661	0.082
7662	0.09
7663	0.079
7664	0.062
7665	0.054
7666	0.043
7667	0.032
7668	0.027
7669	0.034
7670	0.041
7671	0.041
7672	0.04
7673	0.04
7674	0.039
7675	0.039
7676	0.04
7677	0.045
7678	0.055
7679	0.066
7680	0.076
7681	0.076
7682	0.082
7683	0.13
7684	0.244
7685	0.37
7686	0.498
7687	0.549
7688	0.503
7689	0.477
7690	0.427
7691	0.343
7692	0.33
7693	0.305
7694	0.283
7695	0.316
7696	0.358
7697	0.38
7698	0.377
7699	0.344
7700	0.305
7701	0.254
7702	0.196
7703	0.151
7704	0.102
7705	0.061
7706	0.038
7707	0.025
7708	0.013
7709	0.018
7710	0.031
7711	0.042
7712	0.061
7713	0.074
7714	0.09
7715	0.111
7716	0.15
7717	0.18
7718	0.205
7719	0.221
7720	0.25
7721	0.298
7722	0.339
7723	0.365
7724	0.38
7725	0.39
7726	0.456
7727	0.479
7728	0.541
7729	0.565
7730	0.55
7731	0.531
7732	0.546
7733	0.568
7734	0.622
7735	0.681
7736	0.713
7737	0.792
7738	0.741
7739	0.639
7740	0.453
7741	0.294
7742	0.225
7743	0.228
7744	0.246
7745	0.276
7746	0.308
7747	0.352
7748	0.389
7749	0.407
7750	0.383
7751	0.355
7752	0.344
7753	0.313
7754	0.306
7755	0.313
7756	0.328
7757	0.366
7758	0.374
7759	0.415
7760	0.481
7761	0.536
7762	0.52
7763	0.555
7764	0.6
7765	0.598
7766	0.577
7767	0.596
7768	0.664
7769	0.738
7770	0.769
7771	0.832
7772	0.855
7773	0.839
7774	0.812
7775	0.788
7776	0.755
7777	0.723
7778	0.709
7779	0.704
7780	0.692
7781	0.678
7782	0.661
7783	0.606
7784	0.601
7785	0.618
7786	0.586
7787	0.579
7788	0.541
7789	0.532
7790	0.529
7791	0.519
7792	0.536
7793	0.551
7794	0.54
7795	0.496
7796	0.462
7797	0.438
7798	0.41
7799	0.355
7800	0.341
7801	0.348
7802	0.347
7803	0.401
7804	0.411
7805	0.401
7806	0.395
7807	0.39
7808	0.399
7809	0.365
7810	0.328
7811	0.333
7812	0.308
7813	0.28
7814	0.262
7815	0.24
7816	0.215
7817	0.197
7818	0.198
7819	0.206
7820	0.208
7821	0.227
7822	0.235
7823	0.244
7824	0.252
7825	0.254
7826	0.253
7827	0.268
7828	0.26
7829	0.238
7830	0.223
7831	0.228
7832	0.261
7833	0.282
7834	0.312
7835	0.265
7836	0.215
7837	0.205
7838	0.209
7839	0.237
7840	0.201
7841	0.188
7842	0.176
7843	0.154
7844	0.138
7845	0.122
7846	0.095
7847	0.067
7848	0.048
7849	0.04
7850	0.035
7851	0.037
7852	0.037
7853	0.036
7854	0.04
7855	0.052
7856	0.075
7857	0.099
7858	0.116
7859	0.117
7860	0.113
7861	0.105
7862	0.117
7863	0.123
7864	0.143
7865	0.188
7866	0.221
7867	0.247
7868	0.273
7869	0.293
7870	0.327
7871	0.339
7872	0.342
7873	0.348
7874	0.347
7875	0.356
7876	0.43
7877	0.493
7878	0.488
7879	0.437
7880	0.407
7881	0.385
7882	0.362
7883	0.308
7884	0.258
7885	0.17
7886	0.13
7887	0.105
7888	0.095
7889	0.093
7890	0.079
7891	0.073
7892	0.076
7893	0.075
7894	0.075
7895	0.079
7896	0.086
7897	0.098
7898	0.119
7899	0.145
7900	0.166
7901	0.174
7902	0.187
7903	0.218
7904	0.286
7905	0.368
7906	0.532
7907	0.667
7908	0.786
7909	0.844
7910	0.802
7911	0.697
7912	0.593
7913	0.527
7914	0.456
7915	0.385
7916	0.38
7917	0.338
7918	0.3
7919	0.259
7920	0.236
7921	0.239
7922	0.23
7923	0.232
7924	0.238
7925	0.227
7926	0.208
7927	0.201
7928	0.206
7929	0.199
7930	0.174
7931	0.131
7932	0.113
7933	0.108
7934	0.112
7935	0.113
7936	0.137
7937	0.17
7938	0.188
7939	0.187
7940	0.188
7941	0.196
7942	0.204
7943	0.21
7944	0.213
7945	0.205
7946	0.201
7947	0.199
7948	0.193
7949	0.191
7950	0.207
7951	0.248
7952	0.289
7953	0.319
7954	0.337
7955	0.321
7956	0.32
7957	0.288
7958	0.272
7959	0.245
7960	0.261
7961	0.286
7962	0.281
7963	0.278
7964	0.273
7965	0.254
7966	0.223
7967	0.188
7968	0.161
7969	0.141
7970	0.124
7971	0.111
7972	0.1
7973	0.094
7974	0.09
7975	0.09
7976	0.093
7977	0.1
7978	0.112
7979	0.11
7980	0.091
7981	0.079
7982	0.085
7983	0.111
7984	0.168
7985	0.248
7986	0.325
7987	0.368
7988	0.385
7989	0.392
7990	0.42
7991	0.44
7992	0.453
7993	0.469
7994	0.488
7995	0.49
7996	0.475
7997	0.467
7998	0.462
7999	0.462
8000	0.477
8001	0.49
8002	0.452
8003	0.385
8004	0.326
8005	0.278
8006	0.244
8007	0.221
8008	0.254
8009	0.283
8010	0.289
8011	0.286
8012	0.273
8013	0.236
8014	0.184
8015	0.151
8016	0.142
8017	0.143
8018	0.141
8019	0.151
8020	0.162
8021	0.169
8022	0.169
8023	0.174
8024	0.197
8025	0.189
8026	0.141
8027	0.114
8028	0.097
8029	0.084
8030	0.085
8031	0.117
8032	0.139
8033	0.153
8034	0.141
8035	0.118
8036	0.097
8037	0.078
8038	0.059
8039	0.048
8040	0.047
8041	0.073
8042	0.132
8043	0.189
8044	0.213
8045	0.193
8046	0.179
8047	0.189
8048	0.218
8049	0.238
8050	0.223
8051	0.212
8052	0.212
8053	0.186
8054	0.158
8055	0.16
8056	0.185
8057	0.221
8058	0.229
8059	0.221
8060	0.217
8061	0.23
8062	0.262
8063	0.283
8064	0.296
8065	0.305
8066	0.311
8067	0.314
8068	0.299
8069	0.291
8070	0.31
8071	0.319
8072	0.345
8073	0.379
8074	0.399
8075	0.425
8076	0.455
8077	0.49
8078	0.526
8079	0.566
8080	0.608
8081	0.653
8082	0.68
8083	0.665
8084	0.652
8085	0.656
8086	0.662
8087	0.682
8088	0.71
8089	0.719
8090	0.682
8091	0.663
8092	0.624
8093	0.565
8094	0.538
8095	0.483
8096	0.481
8097	0.42
8098	0.362
8099	0.35
8100	0.32
8101	0.298
8102	0.306
8103	0.437
8104	0.486
8105	0.515
8106	0.553
8107	0.562
8108	0.573
8109	0.578
8110	0.575
8111	0.607
8112	0.616
8113	0.618
8114	0.615
8115	0.537
8116	0.49
8117	0.488
8118	0.532
8119	0.602
8120	0.671
8121	0.782
8122	0.945
8123	0.898
8124	0.892
8125	0.898
8126	0.92
8127	0.932
8128	0.936
8129	0.946
8130	0.928
8131	0.886
8132	0.834
8133	0.772
8134	0.739
8135	0.703
