hour	cf
2139	0.215
2140	0.211
2141	0.215
2142	0.231
2143	0.246
2144	0.215
2145	0.154
2146	0.184
2147	0.165
2148	0.135
2149	0.112
2150	0.095
2151	0.087
2152	0.088
2153	0.099
2154	0.112
2155	0.151
2156	0.198
2157	0.218
2158	0.233
2159	0.225
2160	0.202
2161	0.183
2162	0.168
2163	0.169
2164	0.165
2165	0.174
2166	0.181
2167	0.187
2168	0.157
2169	0.133
2170	0.152
2171	0.209
2172	0.301
2173	0.374
2174	0.425
2175	0.453
2176	0.401
2177	0.326
2178	0.295
2179	0.295
2180	0.289
2181	0.291
2182	0.308
2183	0.339
2184	0.383
2185	0.407
2186	0.426
2187	0.416
2188	0.422
2189	0.447
2190	0.408
2191	0.403
2192	0.42
2193	0.431
2194	0.502
2195	0.595
2196	0.608
2197	0.612
2198	0.7
2199	0.764
2200	0.745
2201	0.654
2202	0.549
2203	0.52
2204	0.508
2205	0.474
2206	0.527
2207	0.59
2208	0.622
2209	0.625
2210	0.616
2211	0.616
2212	0.643
2213	0.692
2214	0.724
2215	0.71
2216	0.664
2217	0.733
2218	0.848
2219	0.902
2220	0.932
2221	0.946
2222	0.954
2223	0.95
2224	0.932
2225	0.912
2226	0.891
2227	0.846
2228	0.751
2229	0.601
2230	0.461
2231	0.44
2232	0.404
2233	0.395
2234	0.385
2235	0.408
2236	0.438
2237	0.417
2238	0.362
2239	0.319
2240	0.302
2241	0.319
2242	0.36
2243	0.397
2244	0.399
2245	0.371
2246	0.321
2247	0.273
2248	0.253
2249	0.263
2250	0.28
2251	0.362
2252	0.449
2253	0.471
2254	0.403
2255	0.318
2256	0.313
2257	0.344
2258	0.339
2259	0.341
2260	0.368
2261	0.431
2262	0.456
2263	0.448
2264	0.387
2265	0.316
2266	0.248
2267	0.193
2268	0.135
2269	0.101
2270	0.068
2271	0.049
2272	0.051
2273	0.062
2274	0.071
2275	0.108
2276	0.166
2277	0.223
2278	0.265
2279	0.269
2280	0.336
2281	0.327
2282	0.262
2283	0.266
2284	0.299
2285	0.308
2286	0.35
2287	0.357
2288	0.351
2289	0.401
2290	0.415
2291	0.384
2292	0.341
2293	0.284
2294	0.225
2295	0.181
2296	0.142
2297	0.119
2298	0.108
2299	0.122
2300	0.146
2301	0.16
2302	0.158
2303	0.136
2304	0.108
2305	0.089
2306	0.081
2307	0.082
2308	0.086
2309	0.09
2310	0.096
2311	0.105
2312	0.1
2313	0.123
2314	0.165
2315	0.193
2316	0.2
2317	0.198
2318	0.202
2319	0.216
2320	0.233
2321	0.244
2322	0.238
2323	0.245
2324	0.297
2325	0.291
2326	0.259
2327	0.23
2328	0.233
2329	0.237
2330	0.219
2331	0.221
2332	0.24
2333	0.266
2334	0.282
2335	0.332
2336	0.292
2337	0.351
2338	0.37
2339	0.362
2340	0.367
2341	0.379
2342	0.396
2343	0.404
2344	0.417
2345	0.388
2346	0.316
2347	0.294
2348	0.26
2349	0.254
2350	0.276
2351	0.31
2352	0.291
2353	0.314
2354	0.293
2355	0.316
2356	0.328
2357	0.318
2358	0.311
2359	0.325
2360	0.352
2361	0.395
2362	0.395
2363	0.381
2364	0.362
2365	0.327
2366	0.286
2367	0.25
2368	0.221
2369	0.204
2370	0.186
2371	0.17
2372	0.181
2373	0.179
2374	0.171
2375	0.172
2376	0.194
2377	0.232
2378	0.26
2379	0.277
2380	0.283
2381	0.256
2382	0.215
2383	0.197
2384	0.162
2385	0.185
2386	0.17
2387	0.147
2388	0.136
2389	0.128
2390	0.114
2391	0.098
2392	0.083
2393	0.071
2394	0.069
2395	0.093
2396	0.151
2397	0.199
2398	0.211
2399	0.198
2400	0.184
2401	0.17
2402	0.159
2403	0.156
2404	0.152
2405	0.148
2406	0.143
2407	0.13
2408	0.089
2409	0.067
2410	0.063
2411	0.053
2412	0.046
2413	0.044
2414	0.041
2415	0.034
2416	0.028
2417	0.021
2418	0.021
2419	0.044
2420	0.106
2421	0.175
2422	0.214
2423	0.23
2424	0.232
2425	0.241
2426	0.265
2427	0.277
2428	0.283
2429	0.259
2430	0.238
2431	0.206
2432	0.2
2433	0.282
2434	0.363
2435	0.42
2436	0.449
2437	0.467
2438	0.485
2439	0.508
2440	0.527
2441	0.512
2442	0.512
2443	0.563
2444	0.584
2445	0.562
2446	0.557
2447	0.527
2448	0.515
2449	0.536
2450	0.563
2451	0.557
2452	0.59
2453	0.621
2454	0.646
2455	0.694
2456	0.75
2457	0.873
2458	0.919
2459	0.933
2460	0.94
2461	0.947
2462	0.955
2463	0.96
2464	0.957
2465	0.95
2466	0.933
2467	0.908
2468	0.891
2469	0.867
2470	0.836
2471	0.808
2472	0.788
2473	0.775
2474	0.778
2475	0.819
2476	0.843
2477	0.856
2478	0.868
2479	0.877
2480	0.883
2481	0.891
2482	0.892
2483	0.875
2484	0.875
2485	0.892
2486	0.883
2487	0.862
2488	0.834
2489	0.791
2490	0.732
2491	0.682
2492	0.644
2493	0.597
2494	0.557
2495	0.548
2496	0.479
2497	0.497
2498	0.522
2499	0.596
2500	0.707
2501	0.804
2502	0.859
2503	0.884
2504	0.903
2505	0.916
2506	0.927
2507	0.934
2508	0.943
2509	0.944
2510	0.945
2511	0.94
2512	0.937
2513	0.941
2514	0.944
2515	0.946
2516	0.942
2517	0.925
2518	0.884
2519	0.801
2520	0.646
2521	0.453
2522	0.297
2523	0.208
2524	0.193
2525	0.207
2526	0.211
2527	0.191
2528	0.156
2529	0.161
2530	0.154
2531	0.147
2532	0.123
2533	0.091
2534	0.067
2535	0.059
2536	0.077
2537	0.124
2538	0.182
2539	0.252
2540	0.32
2541	0.338
2542	0.325
2543	0.284
2544	0.276
2545	0.268
2546	0.242
2547	0.214
2548	0.194
2549	0.189
2550	0.191
2551	0.193
2552	0.216
2553	0.224
2554	0.23
2555	0.28
2556	0.284
2557	0.269
2558	0.253
2559	0.238
2560	0.226
2561	0.229
2562	0.235
2563	0.252
2564	0.298
2565	0.31
2566	0.295
2567	0.282
2568	0.276
2569	0.278
2570	0.281
2571	0.286
2572	0.289
2573	0.278
2574	0.248
2575	0.23
2576	0.214
2577	0.242
2578	0.273
2579	0.301
2580	0.341
2581	0.359
2582	0.345
2583	0.327
2584	0.308
2585	0.286
2586	0.254
2587	0.249
2588	0.307
2589	0.344
2590	0.341
2591	0.326
2592	0.305
2593	0.278
2594	0.251
2595	0.238
2596	0.257
2597	0.305
2598	0.348
2599	0.332
2600	0.24
2601	0.193
2602	0.222
2603	0.339
2604	0.392
2605	0.418
2606	0.415
2607	0.376
2608	0.297
2609	0.213
2610	0.164
2611	0.152
2612	0.146
2613	0.135
2614	0.131
2615	0.122
2616	0.101
2617	0.073
2618	0.054
2619	0.051
2620	0.058
2621	0.051
2622	0.033
2623	0.02
2624	0.012
2625	0.009
2626	0.014
2627	0.019
2628	0.027
2629	0.033
2630	0.041
2631	0.047
2632	0.045
2633	0.041
2634	0.036
2635	0.033
2636	0.034
2637	0.028
2638	0.016
2639	0.011
2640	0.025
2641	0.061
2642	0.115
2643	0.154
2644	0.165
2645	0.17
2646	0.179
2647	0.178
2648	0.186
2649	0.204
2650	0.25
2651	0.319
2652	0.378
2653	0.444
2654	0.502
2655	0.542
2656	0.54
2657	0.493
2658	0.452
2659	0.447
2660	0.448
2661	0.428
2662	0.452
2663	0.496
2664	0.515
2665	0.502
2666	0.496
2667	0.516
2668	0.523
2669	0.554
2670	0.587
2671	0.682
2672	0.683
2673	0.666
2674	0.684
2675	0.7
2676	0.686
2677	0.674
2678	0.664
2679	0.649
2680	0.616
2681	0.563
2682	0.512
2683	0.49
2684	0.471
2685	0.459
2686	0.435
2687	0.406
2688	0.379
2689	0.359
2690	0.314
2691	0.301
2692	0.269
2693	0.238
2694	0.213
2695	0.186
2696	0.161
2697	0.153
2698	0.237
2699	0.362
2700	0.44
2701	0.453
2702	0.433
2703	0.418
2704	0.412
2705	0.374
2706	0.328
2707	0.345
2708	0.415
2709	0.447
2710	0.413
2711	0.373
2712	0.35
2713	0.324
2714	0.316
2715	0.276
2716	0.266
2717	0.268
2718	0.268
2719	0.322
2720	0.327
2721	0.33
2722	0.338
2723	0.35
2724	0.377
2725	0.399
2726	0.407
2727	0.395
2728	0.38
2729	0.332
2730	0.268
2731	0.253
2732	0.253
2733	0.268
2734	0.248
2735	0.252
2736	0.272
2737	0.293
2738	0.316
2739	0.343
2740	0.335
2741	0.287
2742	0.226
2743	0.205
2744	0.173
2745	0.18
2746	0.181
2747	0.171
2748	0.16
2749	0.141
2750	0.104
2751	0.059
2752	0.026
2753	0.011
2754	0.006
2755	0.004
2756	0.009
2757	0.028
2758	0.074
2759	0.147
2760	0.221
2761	0.285
2762	0.322
2763	0.325
2764	0.283
2765	0.264
2766	0.249
2767	0.235
2768	0.391
2769	0.587
2770	0.641
2771	0.627
2772	0.633
2773	0.593
2774	0.476
2775	0.443
2776	0.563
2777	0.682
2778	0.693
2779	0.553
2780	0.324
2781	0.136
2782	0.083
2783	0.419
2784	0.847
2785	0.952
2786	0.973
2787	0.97
2788	0.956
2789	0.938
2790	0.918
2791	0.902
2792	0.889
2793	0.891
2794	0.935
2795	0.945
2796	0.941
2797	0.94
2798	0.936
2799	0.927
2800	0.911
2801	0.875
2802	0.813
2803	0.705
2804	0.563
2805	0.457
2806	0.377
2807	0.265
2808	0.189
2809	0.144
2810	0.117
2811	0.094
2812	0.091
2813	0.096
2814	0.116
2815	0.158
2816	0.198
2817	0.238
2818	0.266
2819	0.269
2820	0.269
2821	0.245
2822	0.221
2823	0.207
2824	0.202
2825	0.175
2826	0.169
2827	0.191
2828	0.214
2829	0.242
2830	0.251
2831	0.249
2832	0.253
2833	0.252
2834	0.218
2835	0.2
2836	0.222
2837	0.258
2838	0.271
2839	0.255
2840	0.24
2841	0.276
2842	0.328
2843	0.364
2844	0.401
2845	0.444
2846	0.481
2847	0.486
2848	0.446
2849	0.44
2850	0.438
2851	0.449
2852	0.475
2853	0.505
2854	0.459
2855	0.462
2856	0.472
2857	0.496
2858	0.498
2859	0.524
2860	0.578
2861	0.633
2862	0.649
2863	0.626
2864	0.529
2865	0.381
2866	0.325
2867	0.268
2868	0.211
2869	0.168
2870	0.14
2871	0.123
2872	0.111
2873	0.095
2874	0.079
2875	0.066
2876	0.059
2877	0.048
2878	0.028
2879	0.011
2880	0.013
2881	0.027
2882	0.049
2883	0.074
2884	0.099
2885	0.122
2886	0.144
2887	0.139
2888	0.162
2889	0.193
2890	0.212
2891	0.241
2892	0.286
2893	0.33
2894	0.345
2895	0.357
2896	0.381
2897	0.38
2898	0.33
2899	0.298
2900	0.295
2901	0.291
2902	0.268
2903	0.298
2904	0.305
2905	0.278
2906	0.313
2907	0.31
2908	0.313
2909	0.289
2910	0.245
2911	0.212
2912	0.259
2913	0.318
2914	0.33
2915	0.311
2916	0.278
2917	0.252
2918	0.217
2919	0.189
2920	0.17
2921	0.161
2922	0.155
2923	0.144
2924	0.153
2925	0.176
2926	0.184
2927	0.187
2928	0.193
2929	0.191
2930	0.21
2931	0.24
2932	0.291
2933	0.351
2934	0.379
2935	0.411
2936	0.465
2937	0.465
2938	0.425
2939	0.407
2940	0.411
2941	0.419
2942	0.431
2943	0.456
2944	0.504
2945	0.553
2946	0.577
2947	0.551
2948	0.5
2949	0.425
2950	0.395
2951	0.413
2952	0.449
2953	0.447
2954	0.438
2955	0.437
2956	0.395
2957	0.374
2958	0.344
2959	0.237
2960	0.289
2961	0.245
2962	0.19
2963	0.148
2964	0.121
2965	0.112
2966	0.12
2967	0.141
2968	0.169
2969	0.193
2970	0.204
2971	0.2
2972	0.198
2973	0.193
2974	0.165
2975	0.132
2976	0.111
2977	0.101
2978	0.097
2979	0.094
2980	0.09
2981	0.086
2982	0.088
2983	0.08
2984	0.075
2985	0.083
2986	0.081
2987	0.077
2988	0.077
2989	0.081
2990	0.089
2991	0.097
2992	0.105
2993	0.118
2994	0.131
2995	0.148
2996	0.172
2997	0.189
2998	0.176
2999	0.145
3000	0.111
3001	0.08
3002	0.062
3003	0.052
3004	0.046
3005	0.041
3006	0.039
3007	0.037
3008	0.034
3009	0.033
3010	0.029
3011	0.028
3012	0.03
3013	0.034
3014	0.04
3015	0.044
3016	0.048
3017	0.049
3018	0.051
3019	0.059
3020	0.081
3021	0.107
3022	0.123
3023	0.129
3024	0.124
3025	0.116
3026	0.108
3027	0.1
3028	0.096
3029	0.094
3030	0.092
3031	0.083
3032	0.071
3033	0.072
3034	0.075
3035	0.076
3036	0.074
3037	0.072
3038	0.072
3039	0.069
3040	0.068
3041	0.076
3042	0.096
3043	0.136
3044	0.216
3045	0.291
3046	0.297
3047	0.303
3048	0.316
3049	0.343
3050	0.387
3051	0.397
3052	0.413
3053	0.436
3054	0.444
3055	0.456
3056	0.516
3057	0.578
3058	0.604
3059	0.599
3060	0.584
3061	0.566
3062	0.553
3063	0.541
3064	0.532
3065	0.517
3066	0.474
3067	0.411
3068	0.377
3069	0.359
3070	0.297
3071	0.258
3072	0.235
3073	0.18
3074	0.149
3075	0.131
3076	0.118
3077	0.106
3078	0.088
3079	0.063
3080	0.048
3081	0.041
3082	0.035
3083	0.032
3084	0.03
3085	0.03
3086	0.033
3087	0.037
3088	0.044
3089	0.054
3090	0.063
3091	0.077
3092	0.092
3093	0.116
3094	0.134
3095	0.148
3096	0.154
3097	0.157
3098	0.159
3099	0.16
3100	0.143
3101	0.124
3102	0.098
3103	0.068
3104	0.055
3105	0.038
3106	0.027
3107	0.025
3108	0.025
3109	0.029
3110	0.037
3111	0.051
3112	0.065
3113	0.081
3114	0.101
3115	0.12
3116	0.151
3117	0.198
3118	0.25
3119	0.283
3120	0.3
3121	0.306
3122	0.295
3123	0.283
3124	0.278
3125	0.28
3126	0.268
3127	0.191
3128	0.209
3129	0.189
3130	0.165
3131	0.151
3132	0.141
3133	0.136
3134	0.132
3135	0.118
3136	0.113
3137	0.114
3138	0.113
3139	0.116
3140	0.131
3141	0.129
3142	0.102
3143	0.095
3144	0.118
3145	0.154
3146	0.159
3147	0.138
3148	0.134
3149	0.176
3150	0.202
3151	0.166
3152	0.162
3153	0.25
3154	0.3
3155	0.326
3156	0.326
3157	0.29
3158	0.25
3159	0.23
3160	0.237
3161	0.257
3162	0.265
3163	0.268
3164	0.362
3165	0.468
3166	0.468
3167	0.429
3168	0.395
3169	0.369
3170	0.357
3171	0.368
3172	0.396
3173	0.415
3174	0.411
3175	0.351
3176	0.291
3177	0.481
3178	0.538
3179	0.549
3180	0.547
3181	0.539
3182	0.519
3183	0.467
3184	0.396
3185	0.33
3186	0.285
3187	0.28
3188	0.351
3189	0.413
3190	0.423
3191	0.407
3192	0.388
3193	0.368
3194	0.355
3195	0.345
3196	0.341
3197	0.346
3198	0.322
3199	0.242
3200	0.184
3201	0.255
3202	0.327
3203	0.365
3204	0.396
3205	0.412
3206	0.424
3207	0.437
3208	0.445
3209	0.44
3210	0.409
3211	0.389
3212	0.395
3213	0.385
3214	0.349
3215	0.322
3216	0.312
3217	0.304
3218	0.305
3219	0.331
3220	0.374
3221	0.405
3222	0.381
3223	0.28
3224	0.196
3225	0.192
3226	0.283
3227	0.318
3228	0.336
3229	0.336
3230	0.341
3231	0.357
3232	0.362
3233	0.347
3234	0.28
3235	0.245
3236	0.289
3237	0.35
3238	0.376
3239	0.35
3240	0.299
3241	0.244
3242	0.199
3243	0.172
3244	0.152
3245	0.14
3246	0.14
3247	0.137
3248	0.103
3249	0.072
3250	0.079
3251	0.1
3252	0.11
3253	0.114
3254	0.116
3255	0.122
3256	0.122
3257	0.114
3258	0.105
3259	0.115
3260	0.158
3261	0.214
3262	0.241
3263	0.246
3264	0.235
3265	0.225
3266	0.217
3267	0.233
3268	0.234
3269	0.229
3270	0.2
3271	0.152
3272	0.16
3273	0.175
3274	0.166
3275	0.15
3276	0.134
3277	0.119
3278	0.103
3279	0.094
3280	0.095
3281	0.1
3282	0.111
3283	0.114
3284	0.134
3285	0.209
3286	0.278
3287	0.311
3288	0.316
3289	0.307
3290	0.301
3291	0.299
3292	0.325
3293	0.317
3294	0.315
3295	0.288
3296	0.326
3297	0.354
3298	0.342
3299	0.33
3300	0.336
3301	0.344
3302	0.35
3303	0.363
3304	0.384
3305	0.4
3306	0.386
3307	0.344
3308	0.271
3309	0.23
3310	0.217
3311	0.208
3312	0.204
3313	0.209
3314	0.212
3315	0.209
3316	0.191
3317	0.18
3318	0.182
3319	0.198
3320	0.238
3321	0.268
3322	0.288
3323	0.305
3324	0.325
3325	0.329
3326	0.328
3327	0.331
3328	0.332
3329	0.324
3330	0.291
3331	0.243
3332	0.183
3333	0.151
3334	0.159
3335	0.174
3336	0.177
3337	0.175
3338	0.171
3339	0.166
3340	0.158
3341	0.151
3342	0.138
3343	0.12
3344	0.12
3345	0.129
3346	0.131
3347	0.127
3348	0.123
3349	0.135
3350	0.166
3351	0.205
3352	0.223
3353	0.211
3354	0.177
3355	0.143
3356	0.13
3357	0.142
3358	0.142
3359	0.129
3360	0.106
3361	0.08
3362	0.059
3363	0.042
3364	0.033
3365	0.026
3366	0.021
3367	0.015
3368	0.018
3369	0.025
3370	0.034
3371	0.04
3372	0.047
3373	0.047
3374	0.045
3375	0.047
3376	0.047
3377	0.045
3378	0.05
3379	0.072
3380	0.118
3381	0.187
3382	0.22
3383	0.216
3384	0.2
3385	0.176
3386	0.153
3387	0.132
3388	0.118
3389	0.105
3390	0.082
3391	0.053
3392	0.041
3393	0.029
3394	0.019
3395	0.011
3396	0.006
3397	0.002
3398	0.004
3399	0.009
3400	0.013
3401	0.016
3402	0.021
3403	0.029
3404	0.044
3405	0.076
3406	0.102
3407	0.115
3408	0.114
3409	0.111
3410	0.113
3411	0.112
3412	0.105
3413	0.09
3414	0.068
3415	0.041
3416	0.025
3417	0.012
3418	0.006
3419	0.007
3420	0.014
3421	0.027
3422	0.041
3423	0.055
3424	0.069
3425	0.079
3426	0.079
3427	0.072
3428	0.077
3429	0.081
3430	0.06
3431	0.042
3432	0.03
3433	0.02
3434	0.015
3435	0.019
3436	0.023
3437	0.018
3438	0.022
3439	0.021
3440	0.027
3441	0.038
3442	0.048
3443	0.055
3444	0.062
3445	0.066
3446	0.073
3447	0.081
3448	0.096
3449	0.107
3450	0.107
3451	0.1
3452	0.089
3453	0.077
3454	0.064
3455	0.046
3456	0.021
3457	0.005
3458	0.007
3459	0.022
3460	0.049
3461	0.082
3462	0.105
3463	0.107
3464	0.124
3465	0.146
3466	0.196
3467	0.289
3468	0.382
3469	0.428
3470	0.471
3471	0.54
3472	0.603
3473	0.57
3474	0.499
3475	0.45
3476	0.46
3477	0.452
3478	0.417
3479	0.353
3480	0.358
3481	0.357
3482	0.404
3483	0.448
3484	0.604
3485	0.629
3486	0.622
3487	0.668
3488	0.749
3489	0.768
3490	0.772
3491	0.783
3492	0.806
3493	0.821
3494	0.832
3495	0.837
3496	0.83
3497	0.814
3498	0.785
3499	0.742
3500	0.663
3501	0.616
3502	0.581
3503	0.556
3504	0.527
3505	0.512
3506	0.511
3507	0.504
3508	0.474
3509	0.433
3510	0.4
3511	0.395
3512	0.496
3513	0.515
3514	0.515
3515	0.527
3516	0.548
3517	0.569
3518	0.586
3519	0.584
3520	0.55
3521	0.512
3522	0.456
3523	0.35
3524	0.289
3525	0.27
3526	0.249
3527	0.266
3528	0.276
3529	0.296
3530	0.31
3531	0.308
3532	0.303
3533	0.298
3534	0.267
3535	0.235
3536	0.2
3537	0.177
3538	0.164
3539	0.143
3540	0.122
3541	0.104
3542	0.092
3543	0.086
3544	0.076
3545	0.062
3546	0.044
3547	0.029
3548	0.021
3549	0.013
3550	0.006
3551	0.018
3552	0.045
3553	0.069
3554	0.088
3555	0.095
3556	0.094
3557	0.101
3558	0.109
3559	0.107
3560	0.107
3561	0.106
3562	0.108
3563	0.108
3564	0.125
3565	0.141
3566	0.161
3567	0.24
3568	0.373
3569	0.481
3570	0.536
3571	0.616
3572	0.66
3573	0.696
3574	0.717
3575	0.747
3576	0.758
3577	0.726
3578	0.673
3579	0.63
3580	0.633
3581	0.599
3582	0.606
3583	0.538
3584	0.508
3585	0.633
3586	0.742
3587	0.725
3588	0.667
3589	0.63
3590	0.578
3591	0.524
3592	0.474
3593	0.381
3594	0.339
3595	0.26
3596	0.24
3597	0.273
3598	0.313
3599	0.332
3600	0.359
3601	0.401
3602	0.461
3603	0.497
3604	0.508
3605	0.512
3606	0.529
3607	0.459
3608	0.415
3609	0.415
3610	0.414
3611	0.413
3612	0.407
3613	0.389
3614	0.376
3615	0.409
3616	0.379
3617	0.341
3618	0.341
3619	0.399
3620	0.385
3621	0.389
3622	0.357
3623	0.314
3624	0.323
3625	0.342
3626	0.307
3627	0.282
3628	0.225
3629	0.222
3630	0.218
3631	0.211
3632	0.214
3633	0.185
3634	0.179
3635	0.17
3636	0.164
3637	0.149
3638	0.125
3639	0.108
3640	0.086
3641	0.071
3642	0.082
3643	0.133
3644	0.262
3645	0.398
3646	0.498
3647	0.619
3648	0.633
3649	0.683
3650	0.733
3651	0.741
3652	0.747
3653	0.699
3654	0.652
3655	0.663
3656	0.696
3657	0.723
3658	0.755
3659	0.789
3660	0.832
3661	0.894
3662	0.932
3663	0.942
3664	0.937
3665	0.927
3666	0.912
3667	0.91
3668	0.922
3669	0.904
3670	0.89
3671	0.882
3672	0.855
3673	0.827
3674	0.806
3675	0.791
3676	0.763
3677	0.721
3678	0.675
3679	0.627
3680	0.665
3681	0.682
3682	0.659
3683	0.638
3684	0.633
3685	0.633
3686	0.617
3687	0.578
3688	0.524
3689	0.458
3690	0.382
3691	0.273
3692	0.177
3693	0.137
3694	0.13
3695	0.125
3696	0.108
3697	0.091
3698	0.069
3699	0.049
3700	0.029
3701	0.015
3702	0.01
3703	0.008
3704	0.019
3705	0.036
3706	0.059
3707	0.088
3708	0.131
3709	0.198
3710	0.269
3711	0.33
3712	0.389
3713	0.453
3714	0.503
3715	0.532
3716	0.593
3717	0.622
3718	0.646
3719	0.649
3720	0.649
3721	0.646
3722	0.639
3723	0.652
3724	0.675
3725	0.692
3726	0.683
3727	0.694
3728	0.691
3729	0.652
3730	0.584
3731	0.505
3732	0.453
3733	0.43
3734	0.428
3735	0.475
3736	0.526
3737	0.481
3738	0.427
3739	0.389
3740	0.356
3741	0.31
3742	0.291
3743	0.278
3744	0.26
3745	0.261
3746	0.264
3747	0.266
3748	0.255
3749	0.225
3750	0.186
3751	0.152
3752	0.133
3753	0.116
3754	0.119
3755	0.153
3756	0.214
3757	0.278
3758	0.327
3759	0.35
3760	0.355
3761	0.356
3762	0.359
3763	0.335
3764	0.291
3765	0.31
3766	0.341
3767	0.342
3768	0.321
3769	0.298
3770	0.28
3771	0.267
3772	0.259
3773	0.223
3774	0.169
3775	0.162
3776	0.224
3777	0.216
3778	0.176
3779	0.126
3780	0.087
3781	0.056
3782	0.03
3783	0.015
3784	0.014
3785	0.019
3786	0.03
3787	0.072
3788	0.147
3789	0.212
3790	0.245
3791	0.248
3792	0.239
3793	0.237
3794	0.234
3795	0.231
3796	0.249
3797	0.238
3798	0.224
3799	0.258
3800	0.28
3801	0.274
3802	0.265
3803	0.26
3804	0.263
3805	0.268
3806	0.268
3807	0.262
3808	0.255
3809	0.243
3810	0.24
3811	0.232
3812	0.216
3813	0.209
3814	0.238
3815	0.235
3816	0.239
3817	0.276
3818	0.297
3819	0.324
3820	0.326
3821	0.319
3822	0.291
3823	0.274
3824	0.301
3825	0.265
3826	0.225
3827	0.193
3828	0.174
3829	0.167
3830	0.157
3831	0.142
3832	0.124
3833	0.1
3834	0.073
3835	0.048
3836	0.033
3837	0.023
3838	0.019
3839	0.021
3840	0.026
3841	0.031
3842	0.035
3843	0.038
3844	0.04
3845	0.046
3846	0.055
3847	0.056
3848	0.073
3849	0.099
3850	0.128
3851	0.152
3852	0.173
3853	0.186
3854	0.201
3855	0.225
3856	0.253
3857	0.28
3858	0.313
3859	0.345
3860	0.357
3861	0.361
3862	0.376
3863	0.379
3864	0.38
3865	0.383
3866	0.383
3867	0.386
3868	0.377
3869	0.368
3870	0.341
3871	0.381
3872	0.401
3873	0.383
3874	0.368
3875	0.366
3876	0.38
3877	0.407
3878	0.435
3879	0.469
3880	0.495
3881	0.504
3882	0.496
3883	0.484
3884	0.465
3885	0.484
3886	0.498
3887	0.472
3888	0.469
3889	0.474
3890	0.499
3891	0.485
3892	0.454
3893	0.418
3894	0.416
3895	0.438
3896	0.563
3897	0.609
3898	0.612
3899	0.603
3900	0.599
3901	0.606
3902	0.622
3903	0.633
3904	0.644
3905	0.674
3906	0.7
3907	0.687
3908	0.671
3909	0.678
3910	0.682
3911	0.671
3912	0.648
3913	0.616
3914	0.574
3915	0.54
3916	0.517
3917	0.496
3918	0.469
3919	0.524
3920	0.603
3921	0.601
3922	0.563
3923	0.519
3924	0.498
3925	0.483
3926	0.473
3927	0.484
3928	0.469
3929	0.411
3930	0.348
3931	0.283
3932	0.217
3933	0.178
3934	0.156
3935	0.129
3936	0.097
3937	0.076
3938	0.062
3939	0.051
3940	0.035
3941	0.022
3942	0.014
3943	0.011
3944	0.014
3945	0.022
3946	0.025
3947	0.022
3948	0.017
3949	0.011
3950	0.005
3951	0.003
3952	0.005
3953	0.013
3954	0.034
3955	0.066
3956	0.113
3957	0.152
3958	0.176
3959	0.178
3960	0.17
3961	0.162
3962	0.151
3963	0.139
3964	0.124
3965	0.106
3966	0.085
3967	0.058
3968	0.042
3969	0.032
3970	0.029
3971	0.028
3972	0.028
3973	0.029
3974	0.032
3975	0.034
3976	0.038
3977	0.046
3978	0.053
3979	0.051
3980	0.046
3981	0.043
3982	0.048
3983	0.059
3984	0.072
3985	0.081
3986	0.086
3987	0.09
3988	0.095
3989	0.104
3990	0.11
3991	0.104
3992	0.143
3993	0.173
3994	0.19
3995	0.202
3996	0.217
3997	0.244
3998	0.267
3999	0.247
4000	0.185
4001	0.135
4002	0.107
4003	0.11
4004	0.168
4005	0.26
4006	0.341
4007	0.371
4008	0.366
4009	0.378
4010	0.39
4011	0.465
4012	0.455
4013	0.435
4014	0.449
4015	0.468
4016	0.551
4017	0.629
4018	0.647
4019	0.643
4020	0.636
4021	0.618
4022	0.577
4023	0.52
4024	0.459
4025	0.41
4026	0.375
4027	0.327
4028	0.264
4029	0.266
4030	0.308
4031	0.324
4032	0.35
4033	0.379
4034	0.382
4035	0.395
4036	0.396
4037	0.388
4038	0.327
4039	0.272
4040	0.341
4041	0.362
4042	0.333
4043	0.3
4044	0.266
4045	0.237
4046	0.213
4047	0.191
4048	0.179
4049	0.175
4050	0.167
4051	0.147
4052	0.114
4053	0.107
4054	0.115
4055	0.126
4056	0.142
4057	0.168
4058	0.186
4059	0.202
4060	0.216
4061	0.238
4062	0.218
4063	0.23
4064	0.319
4065	0.362
4066	0.371
4067	0.384
4068	0.41
4069	0.419
4070	0.407
4071	0.386
4072	0.36
4073	0.339
4074	0.313
4075	0.274
4076	0.239
4077	0.28
4078	0.331
4079	0.343
4080	0.329
4081	0.341
4082	0.334
4083	0.327
4084	0.318
4085	0.319
4086	0.275
4087	0.262
4088	0.278
4089	0.264
4090	0.248
4091	0.228
4092	0.214
4093	0.203
4094	0.205
4095	0.224
4096	0.252
4097	0.273
4098	0.283
4099	0.263
4100	0.232
4101	0.213
4102	0.225
4103	0.248
4104	0.262
4105	0.262
4106	0.262
4107	0.258
4108	0.244
4109	0.218
4110	0.156
4111	0.111
4112	0.087
4113	0.069
4114	0.054
4115	0.043
4116	0.034
4117	0.03
4118	0.032
4119	0.04
4120	0.053
4121	0.066
4122	0.072
4123	0.075
4124	0.072
4125	0.077
4126	0.096
4127	0.115
4128	0.119
4129	0.118
4130	0.118
4131	0.094
4132	0.068
4133	0.09
4134	0.107
4135	0.095
4136	0.105
4137	0.121
